game_type,horizon_type,T,p,E_T,p_in_prompt,p_prompt,reasoning_mode,seed,player1,player2,round,answer1,answer2,points1,points2,total1,total2
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,1,J,J,10,7,10,7
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,2,J,F,0,0,10,7
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,3,J,J,10,7,20,14
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,4,J,J,10,7,30,21
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,5,J,J,10,7,40,28
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,6,J,J,10,7,50,35
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,7,J,J,10,7,60,42
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,8,J,J,10,7,70,49
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,9,J,J,10,7,80,56
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,10,J,J,10,7,90,63
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,11,F,J,0,0,90,63
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,12,J,J,10,7,100,70
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,13,J,F,0,0,100,70
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,14,J,J,10,7,110,77
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,15,J,J,10,7,120,84
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,16,J,J,10,7,130,91
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,17,J,J,10,7,140,98
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,18,J,J,10,7,150,105
BoS,fixed,30,,,False,,baseline,0,act_deepseek,act_openai_gpt,19,J,J,10,7,160,112
