match_id,game_type,horizon_type,path,L_window,reasoning_mode,seed,max_round,player1,player2,round,p_now,p_in_prompt,answer1,answer2,points1,points2,total1,total2
exp3-PD-up-baseline-seed0-rep0,PD,continuation_dynamic,up,5,baseline,0,200,act_deepseek,act_openai_gpt,1,0.1,1,J,F,0,10,0,10
exp3-PD-up-baseline-seed2-rep0,PD,continuation_dynamic,up,5,baseline,2,200,act_deepseek,act_openai_gpt,1,0.1,1,J,J,8,8,8,8
exp3-PD-up-baseline-seed4-rep0,PD,continuation_dynamic,up,5,baseline,4,200,act_deepseek,act_openai_gpt,1,0.1,1,J,F,0,10,0,10
exp3-PD-up-baseline-seed6-rep0,PD,continuation_dynamic,up,5,baseline,6,200,act_deepseek,act_openai_gpt,1,0.1,1,J,J,8,8,8,8
exp3-PD-up-baseline-seed8-rep0,PD,continuation_dynamic,up,5,baseline,8,200,act_deepseek,act_openai_gpt,1,0.1,1,J,F,0,10,0,10
exp3-PD-up-cot-seed0-rep0,PD,continuation_dynamic,up,5,cot,0,200,act_deepseek,act_openai_gpt,1,0.1,1,J,F,0,10,0,10
exp3-PD-up-cot-seed2-rep0,PD,continuation_dynamic,up,5,cot,2,200,act_deepseek,act_openai_gpt,1,0.1,1,J,J,8,8,8,8
exp3-PD-up-cot-seed4-rep0,PD,continuation_dynamic,up,5,cot,4,200,act_deepseek,act_openai_gpt,1,0.1,1,J,J,8,8,8,8
exp3-PD-up-cot-seed6-rep0,PD,continuation_dynamic,up,5,cot,6,200,act_deepseek,act_openai_gpt,1,0.1,1,J,J,8,8,8,8
exp3-PD-up-cot-seed8-rep0,PD,continuation_dynamic,up,5,cot,8,200,act_deepseek,act_openai_gpt,1,0.1,1,J,J,8,8,8,8
exp3-PD-up-scot-seed0-rep0,PD,continuation_dynamic,up,5,scot,0,200,act_deepseek,act_openai_gpt,1,0.1,1,J,F,0,10,0,10
exp3-PD-up-scot-seed2-rep0,PD,continuation_dynamic,up,5,scot,2,200,act_deepseek,act_openai_gpt,1,0.1,1,J,F,0,10,0,10
exp3-PD-up-scot-seed4-rep0,PD,continuation_dynamic,up,5,scot,4,200,act_deepseek,act_openai_gpt,1,0.1,1,J,J,8,8,8,8
exp3-PD-up-scot-seed6-rep0,PD,continuation_dynamic,up,5,scot,6,200,act_deepseek,act_openai_gpt,1,0.1,1,J,F,0,10,0,10
exp3-PD-up-scot-seed8-rep0,PD,continuation_dynamic,up,5,scot,8,200,act_deepseek,act_openai_gpt,1,0.1,1,J,J,8,8,8,8
exp3-PD-up-baseline-seed0-rep0,PD,continuation_dynamic,up,5,baseline,0,200,act_deepseek,act_openai_gpt,1,0.5,1,J,F,0,10,0,10
exp3-PD-up-baseline-seed2-rep0,PD,continuation_dynamic,up,5,baseline,2,200,act_deepseek,act_openai_gpt,1,0.5,1,J,J,8,8,8,8
exp3-PD-up-baseline-seed4-rep0,PD,continuation_dynamic,up,5,baseline,4,200,act_deepseek,act_openai_gpt,1,0.5,1,J,J,8,8,8,8
exp3-PD-up-baseline-seed4-rep0,PD,continuation_dynamic,up,5,baseline,4,200,act_deepseek,act_openai_gpt,2,0.5020100502512563,1,J,J,8,8,16,16
