match_id,game_type,horizon_type,T,p,E_T,T_in_prompt,p_in_prompt,reasoning_mode,seed,max_round,ended_by,player1,player2,round,answer1,answer2,points1,points2,total1,total2
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,1,J,J,10,7,10,7
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,2,J,F,0,0,10,7
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,3,J,F,0,0,10,7
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,4,J,J,10,7,20,14
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,5,J,J,10,7,30,21
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,6,J,J,10,7,40,28
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,7,J,J,10,7,50,35
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,8,J,J,10,7,60,42
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,9,F,J,0,0,60,42
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,10,F,F,7,10,67,52
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,11,F,F,7,10,74,62
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,12,J,J,10,7,84,69
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,13,J,J,10,7,94,76
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,14,F,J,0,0,94,76
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,15,F,J,0,0,94,76
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,16,J,J,10,7,104,83
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,17,F,J,0,0,104,83
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,18,F,J,0,0,104,83
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,19,J,F,0,0,104,83
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,20,J,J,10,7,114,90
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,21,J,J,10,7,124,97
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,22,J,J,10,7,134,104
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,23,J,J,10,7,144,111
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,24,J,J,10,7,154,118
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,25,J,J,10,7,164,125
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,26,J,J,10,7,174,132
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,27,J,J,10,7,184,139
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,28,J,J,10,7,194,146
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,29,F,J,0,0,194,146
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,30,J,J,10,7,204,153
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,31,F,J,0,0,204,153
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,32,F,J,0,0,204,153
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,33,F,J,0,0,204,153
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,34,J,F,0,0,204,153
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,35,J,J,10,7,214,160
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,36,J,J,10,7,224,167
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,37,J,J,10,7,234,174
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,38,F,J,0,0,234,174
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,39,F,J,0,0,234,174
grid-fixed-T40-BoS-baseline-seed0-rep0,BoS,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,40,F,J,0,0,234,174
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,1,J,J,10,7,10,7
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,2,J,F,0,0,10,7
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,3,J,J,10,7,20,14
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,4,J,F,0,0,20,14
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,5,J,J,10,7,30,21
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,6,F,J,0,0,30,21
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,7,J,J,10,7,40,28
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,8,J,J,10,7,50,35
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,9,J,J,10,7,60,42
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,10,J,J,10,7,70,49
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,11,J,J,10,7,80,56
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,12,F,J,0,0,80,56
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,13,F,J,0,0,80,56
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,14,J,J,10,7,90,63
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,15,F,J,0,0,90,63
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,16,F,F,7,10,97,73
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,17,J,J,10,7,107,80
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,18,J,J,10,7,117,87
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,19,J,J,10,7,127,94
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,20,F,J,0,0,127,94
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,21,F,J,0,0,127,94
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,22,F,J,0,0,127,94
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,23,F,J,0,0,127,94
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,24,J,F,0,0,127,94
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,25,J,J,10,7,137,101
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,26,J,J,10,7,147,108
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,27,J,J,10,7,157,115
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,28,F,J,0,0,157,115
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,29,J,J,10,7,167,122
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,30,F,J,0,0,167,122
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,31,J,F,0,0,167,122
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,32,J,J,10,7,177,129
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,33,J,J,10,7,187,136
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,34,F,J,0,0,187,136
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,35,J,J,10,7,197,143
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,36,F,J,0,0,197,143
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,37,F,J,0,0,197,143
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,38,F,J,0,0,197,143
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,39,F,F,7,10,204,153
grid-fixed-T40-BoS-baseline-seed1-rep0,BoS,fixed,40,,,1,0,baseline,1,40,fixed,act_deepseek,act_openai_gpt,40,F,J,0,0,204,153
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,1,J,J,10,7,10,7
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,2,J,F,0,0,10,7
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,3,J,F,0,0,10,7
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,4,J,J,10,7,20,14
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,5,J,J,10,7,30,21
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,6,J,F,0,0,30,21
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,7,J,J,10,7,40,28
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,8,J,J,10,7,50,35
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,9,J,J,10,7,60,42
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,10,J,J,10,7,70,49
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,11,J,J,10,7,80,56
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,12,J,J,10,7,90,63
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,13,F,J,0,0,90,63
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,14,F,J,0,0,90,63
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,15,F,J,0,0,90,63
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,16,J,F,0,0,90,63
grid-fixed-T40-BoS-baseline-seed2-rep0,BoS,fixed,40,,,1,0,baseline,2,40,fixed,act_deepseek,act_openai_gpt,17,J,J,10,7,100,70
