match_id,game_type,horizon_type,T,p,E_T,T_in_prompt,p_in_prompt,reasoning_mode,seed,max_round,ended_by,player1,player2,round,answer1,answer2,points1,points2,total1,total2
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,1,J,F,0,10,0,10
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,2,F,F,5,5,5,15
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,3,J,J,8,8,13,23
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,4,J,F,0,10,13,33
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,5,J,F,0,10,13,43
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,6,J,J,8,8,21,51
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,7,F,J,10,0,31,51
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,8,F,F,5,5,36,56
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,9,F,F,5,5,41,61
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,10,F,F,5,5,46,66
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,11,F,J,10,0,56,66
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,12,F,J,10,0,66,66
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,13,F,F,5,5,71,71
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,14,F,F,5,5,76,76
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,15,F,F,5,5,81,81
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,16,F,F,5,5,86,86
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,17,F,F,5,5,91,91
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,18,F,F,5,5,96,96
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,19,F,F,5,5,101,101
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,20,F,F,5,5,106,106
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,21,F,F,5,5,111,111
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,22,F,F,5,5,116,116
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,23,F,F,5,5,121,121
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,24,F,F,5,5,126,126
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,25,F,F,5,5,131,131
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,26,F,F,5,5,136,136
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,27,F,F,5,5,141,141
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,28,F,F,5,5,146,146
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,29,F,F,5,5,151,151
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,30,F,F,5,5,156,156
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,31,F,F,5,5,161,161
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,32,F,F,5,5,166,166
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,33,F,F,5,5,171,171
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,34,F,J,10,0,181,171
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,35,F,F,5,5,186,176
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,36,F,F,5,5,191,181
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,37,F,F,5,5,196,186
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,38,F,F,5,5,201,191
grid-fixed-T40-PD-baseline-seed0-rep0,PD,fixed,40,,,1,0,baseline,0,40,fixed,act_deepseek,act_openai_gpt,39,F,F,5,5,206,196
